transaction_id,items
694,cakes;juice;chocolate;olive oil;milk;rice;apples
695,sugar;butter;napkins;kiwi
696,milk;sugar;shampoo
697,butter;pens;tomatoes;onion
698,cereal;pens;napkins;chocolate;juice
699,yogurt;oranges;potatoes;tea;bread;onion
700,grapes;rice;onion
701,juice;cakes;bananas
702,juice;chocolate;onion;butter;toothpaste
703,soap;cookies;coffee;apples;napkins;rice
704,shampoo;rice;detergent;tea;yogurt
705,tomatoes;peanut butter;grapes;eggs
706,yogurt;cereal
707,flour;cereal;butter
708,pens;grapes;pencil;eggs;toothpaste;coffee;apples
709,milk;rice;apples;flour;bread
710,sugar;butter;cereal;shampoo;onion;pencil
711,toothpaste;bread;cereal;sugar
712,soap;kiwi;apples;bread;coffee;pens;pencil
713,peanut butter;sugar;kiwi;detergent
714,coffee;butter
715,salt;butter;milk;olive oil;tea;toothpaste;potatoes
716,potatoes;cakes;juice
717,soap;salt;coffee;oranges;chocolate;apples
718,napkins;peanut butter;milk;toothpaste;cereal;onion;pencil
719,bananas;onion;yogurt;chocolate;tea;cookies;coffee
720,detergent;tea;bread;potatoes;pencil;tomatoes
721,rice;peanut butter;juice;cakes;oranges;chocolate;milk
722,rice;coffee;salt;bananas;cookies;olive oil;shampoo
723,sugar;pens;soap;shampoo;yogurt;rice;milk
724,peanut butter;toothpaste;pencil;juice;cakes;grapes
725,oranges;detergent;shampoo;kiwi;bread;juice;coffee
726,sugar;pens;juice;potatoes;milk
727,coffee;pens;toothpaste
728,salt;rice;tomatoes
729,coffee;rice;salt;juice;apples
730,butter;cereal;yogurt;napkins;tomatoes
731,pencil;soap;detergent
732,apples;bananas;onion;chocolate;salt
733,onion;grapes;coffee;apples;salt;chocolate
734,flour;tea;sugar
735,kiwi;eggs;olive oil
736,sugar;yogurt;bananas;pens;grapes;potatoes
737,toothpaste;coffee;pencil;milk
738,napkins;tea;onion;yogurt
739,grapes;flour;milk;cereal;olive oil
740,cookies;chocolate;bananas
741,bread;juice;kiwi;grapes;cookies
742,shampoo;eggs;cookies;bread;detergent
743,potatoes;cereal;tea;coffee;salt;apples;olive oil
744,kiwi;butter;milk;pens;olive oil
745,cookies;peanut butter;juice;soap;detergent;cakes;kiwi
746,onion;bread;pens;napkins;kiwi;rice
747,pens;peanut butter;tomatoes;grapes;butter;cakes;kiwi
748,detergent;coffee;cookies;apples;toothpaste;napkins;bananas
749,napkins;potatoes
750,olive oil;oranges
751,kiwi;bread;salt;cookies;flour;potatoes;milk
752,juice;kiwi;rice;bananas;peanut butter
753,salt;pencil;cookies;kiwi
754,apples;milk
755,yogurt;coffee;rice;shampoo;flour;sugar;milk
756,tomatoes;chocolate;pens;yogurt;olive oil;juice;onion
757,toothpaste;butter;eggs;detergent;pens
758,yogurt;cookies;oranges;tea;chocolate;grapes;tomatoes
759,pens;detergent
760,shampoo;rice;sugar;onion;eggs;napkins
761,grapes;milk;cakes;toothpaste;detergent;juice
762,shampoo;bananas;oranges;bread;salt
763,flour;coffee
764,kiwi;pencil;coffee;chocolate;cookies;cakes
765,eggs;potatoes;juice;apples
766,yogurt;detergent;pencil;cakes;napkins;tomatoes;bananas
767,salt;cakes;coffee;butter;juice
768,flour;eggs;onion;pens;cookies;bananas
769,shampoo;tomatoes;napkins;salt;cookies
770,grapes;kiwi;soap;pens;bananas
771,apples;tomatoes;soap;sugar;toothpaste;salt
772,olive oil;cereal;toothpaste;coffee
773,juice;flour;toothpaste;coffee
774,detergent;chocolate;tea;flour;juice;shampoo
775,flour;apples;yogurt;rice;pens;salt;soap
776,chocolate;kiwi;bananas;yogurt
777,milk;pens;kiwi;bread;onion
778,cookies;soap;cereal
779,onion;coffee;kiwi;pens;bananas
780,cookies;shampoo;flour;coffee;peanut butter;bread;oranges
781,apples;juice;pencil;detergent;olive oil
782,rice;milk;kiwi
783,salt;olive oil;eggs;pens;cakes
784,soap;coffee;peanut butter;shampoo
785,milk;pens;olive oil
786,salt;cereal;onion;peanut butter
787,tea;milk;olive oil;salt;tomatoes;bread;butter
788,salt;cookies;eggs;rice;butter;cakes;peanut butter
789,pens;peanut butter;shampoo;pencil;cereal;soap
790,kiwi;grapes
791,potatoes;juice;onion;butter;yogurt
792,bread;potatoes;juice;peanut butter
793,bananas;tea;shampoo
794,flour;eggs
795,olive oil;peanut butter;juice
796,eggs;pens;salt;juice;apples
797,bread;onion;sugar;pencil;eggs;toothpaste;flour
798,chocolate;onion;peanut butter
799,rice;oranges;olive oil;cookies;eggs
800,pencil;butter
801,bread;milk;tomatoes;peanut butter;pencil;napkins
802,coffee;toothpaste
803,potatoes;bananas;oranges;toothpaste;yogurt;sugar;grapes
804,sugar;napkins;soap;peanut butter;butter;rice;bananas
805,salt;flour;detergent;tomatoes;bread;bananas;soap
806,yogurt;pens;butter;detergent;onion;bananas
807,flour;cereal;coffee;chocolate
808,cereal;detergent;apples;cookies
809,tea;shampoo;cookies;napkins;salt;sugar;pencil
810,bananas;salt;eggs
811,eggs;bread
812,peanut butter;grapes;toothpaste;bread;pens;eggs
813,olive oil;shampoo;napkins;bananas
814,onion;salt;olive oil;tomatoes
815,yogurt;apples
816,oranges;cereal;coffee;salt;eggs;kiwi;detergent
817,kiwi;cereal;pencil;oranges;potatoes
818,toothpaste;coffee
819,tomatoes;oranges
820,rice;bread
821,oranges;flour;toothpaste;milk;cereal;onion
822,soap;pencil;salt;grapes;eggs
823,cookies;apples;salt;chocolate;sugar;bananas;eggs
824,bananas;oranges;rice;toothpaste;bread;juice;potatoes
825,sugar;tomatoes;potatoes;eggs;flour;onion;pencil
826,grapes;detergent;tomatoes;butter;cookies;oranges;chocolate
827,peanut butter;potatoes;sugar;chocolate;apples
828,potatoes;cookies;grapes;apples;peanut butter;sugar
829,tomatoes;sugar;cereal;tea;pens
830,olive oil;potatoes;tomatoes;detergent;cookies;sugar;pens
831,onion;cookies;rice;juice
832,toothpaste;oranges;potatoes;coffee;bananas;milk
833,onion;napkins
834,tea;milk;cakes;kiwi
835,oranges;onion;salt;napkins
836,coffee;sugar;potatoes;chocolate;salt
837,yogurt;apples;salt;cakes;flour
838,pencil;butter;pens;rice;oranges;coffee;chocolate
839,detergent;toothpaste;shampoo;tea
840,napkins;kiwi;rice;tomatoes
841,milk;onion;bread;oranges
842,oranges;grapes;pencil;bread;salt;apples;pens
843,soap;cereal;toothpaste;grapes;butter;milk
844,detergent;potatoes;rice;onion;cookies;eggs
845,peanut butter;milk;flour;bread;toothpaste;bananas
846,chocolate;olive oil;apples;cakes;yogurt
847,milk;shampoo;tomatoes;detergent;peanut butter;napkins
848,potatoes;detergent;napkins;rice;grapes;cookies;eggs
849,flour;oranges;bread;chocolate;bananas
850,cereal;chocolate;onion;cakes;flour;grapes;pencil
851,salt;kiwi;tea;bread;olive oil;pens;milk
852,bread;rice;onion;salt;detergent;napkins;peanut butter
853,oranges;bread;onion;toothpaste;cookies;napkins;detergent
854,tea;napkins;detergent;apples
855,milk;shampoo;tomatoes;cookies;bananas;bread
856,butter;cereal;oranges;tomatoes;toothpaste;rice;sugar
857,cookies;flour;cereal;soap;yogurt;chocolate;juice
858,detergent;cereal;yogurt;pens;grapes
859,bananas;milk;yogurt
860,olive oil;bananas;potatoes
861,yogurt;bread
862,soap;grapes;peanut butter
863,cereal;shampoo
864,detergent;olive oil;tomatoes;cookies;pens;cereal
865,potatoes;rice;sugar;coffee;bread;milk
866,coffee;toothpaste;oranges
867,eggs;milk;kiwi
868,onion;olive oil
869,pens;potatoes;sugar;juice;tomatoes;cakes;detergent
870,bananas;cookies;olive oil;cakes;coffee;oranges
871,apples;pencil;bread;cereal;rice;napkins
872,pencil;flour
873,eggs;tea;kiwi;pencil;milk
874,detergent;flour;tomatoes;peanut butter
875,pens;bread;kiwi;apples;tea;chocolate
876,cookies;apples
877,cereal;salt;pens;chocolate;kiwi
878,pencil;bread;chocolate
879,butter;soap;eggs;kiwi;cereal;olive oil
880,detergent;rice;napkins;butter;toothpaste;cakes
881,sugar;tea;soap;milk
882,cookies;flour;napkins;soap;tea;tomatoes;juice
883,olive oil;soap;coffee
884,juice;yogurt;onion;salt;apples;soap
885,potatoes;detergent
886,pencil;tomatoes;bananas;milk;cookies;rice
887,bananas;eggs
888,peanut butter;juice;rice;napkins;shampoo
889,onion;peanut butter
890,bananas;olive oil;flour
891,yogurt;bananas;rice;cookies;salt;apples
892,tomatoes;butter;soap
893,soap;onion;apples;oranges
894,peanut butter;tea
895,butter;flour;onion;toothpaste
896,apples;bread;rice;pens;olive oil
897,oranges;olive oil
898,coffee;cookies;olive oil;bread
899,bread;shampoo;detergent;onion;peanut butter;cakes
900,coffee;toothpaste;grapes
901,cookies;bread;oranges;eggs;flour
902,flour;salt;cereal;rice;bread;butter;apples
903,bread;cakes;potatoes;bananas;onion;coffee;chocolate
904,oranges;rice;detergent;salt
905,cereal;butter;rice;onion
906,onion;cakes;bread;cereal;flour
907,cakes;tea;potatoes
908,cookies;tomatoes
909,napkins;apples;eggs;pencil;butter;grapes;cakes
910,salt;napkins;butter;rice
911,butter;soap;cookies;eggs;peanut butter;oranges
912,pencil;detergent
913,bananas;tea;onion;pencil;coffee;eggs
914,toothpaste;cookies;salt
915,apples;olive oil;coffee;kiwi;onion;peanut butter;juice
916,chocolate;bread;rice;cakes
917,detergent;coffee;chocolate;rice
918,pencil;cereal;pens;chocolate;soap
919,shampoo;rice;milk;flour
920,butter;cakes
921,pencil;eggs;kiwi;oranges;soap;chocolate
922,detergent;apples;rice
923,napkins;milk;salt;sugar;bread
924,juice;soap;olive oil;tea;tomatoes;grapes
925,bread;detergent;kiwi
926,coffee;bread;chocolate;tea;grapes
927,cookies;tea;onion;rice;peanut butter
928,salt;olive oil;napkins;shampoo
929,eggs;peanut butter
930,potatoes;yogurt;coffee;pens;soap
931,tomatoes;yogurt
932,flour;salt;peanut butter;butter
933,soap;butter;shampoo;flour;eggs;pencil
934,shampoo;pens;yogurt;rice
935,milk;cakes
936,bread;tomatoes;kiwi;napkins;onion;juice;pencil
937,detergent;juice
938,soap;tomatoes
939,bread;potatoes
940,eggs;sugar
941,cakes;peanut butter;shampoo
942,milk;olive oil;bread;pens;tomatoes;apples;grapes
943,tea;salt;pencil;cakes;flour;detergent;butter
944,shampoo;milk;rice;toothpaste
945,pencil;sugar;toothpaste;rice;cakes;butter;cookies
946,shampoo;sugar
947,pens;bread;potatoes;sugar
948,apples;milk
949,peanut butter;detergent;apples;napkins
950,sugar;apples;pencil;peanut butter;flour
951,chocolate;onion
952,pencil;soap;cakes;yogurt;eggs
953,flour;bread;tomatoes;pencil;cakes
954,butter;peanut butter;salt;chocolate;olive oil;soap
955,pens;onion;oranges;rice
956,peanut butter;cookies;toothpaste
957,shampoo;butter;tea;sugar;cakes;kiwi
958,grapes;potatoes;juice;rice
959,peanut butter;butter
960,shampoo;apples;flour
961,potatoes;apples
962,cereal;coffee;pens;sugar;napkins
963,toothpaste;bananas;coffee;tomatoes
964,juice;butter;soap
965,detergent;rice
966,bread;eggs;apples
967,cakes;eggs
968,cakes;bananas;onion;toothpaste;kiwi
969,cereal;detergent;onion;coffee;potatoes;yogurt
970,bananas;cookies;bread
971,sugar;onion;chocolate;juice;cereal
972,cakes;pencil
973,apples;yogurt;butter;cookies
974,cakes;apples;bananas;detergent;potatoes
975,tomatoes;cakes;yogurt;napkins
976,coffee;juice
977,tea;potatoes
978,kiwi;milk;cakes;cookies;yogurt;butter;soap
979,tea;shampoo;chocolate;kiwi;apples;olive oil;onion
980,milk;bread;bananas;napkins
981,shampoo;peanut butter;butter;tea;cakes;kiwi;napkins
982,tea;salt;toothpaste
983,yogurt;oranges;potatoes;shampoo
984,bread;chocolate;toothpaste;apples
985,olive oil;eggs;chocolate;tomatoes;shampoo;apples;sugar
986,cakes;salt;oranges;eggs
987,napkins;potatoes;peanut butter
988,pens;salt;cookies;kiwi
989,oranges;bananas;pens;olive oil;tomatoes;pencil
990,onion;kiwi
991,onion;kiwi;bananas;eggs;napkins
992,bread;juice;rice;cookies;sugar;tea
993,apples;cereal
994,napkins;tomatoes;flour;soap;salt;grapes;rice
995,pens;chocolate;soap;tea;grapes;olive oil
996,butter;bananas;chocolate;napkins;pens;potatoes
997,cereal;kiwi
998,flour;eggs
999,onion;cakes;rice
1000,pens;kiwi;eggs;salt;peanut butter;rice
1001,toothpaste;pencil;shampoo;juice;tomatoes;soap;detergent
1002,soap;coffee;napkins;tomatoes;butter;sugar
1003,tea;salt;chocolate;pens;pencil
1004,salt;cakes;peanut butter;butter;kiwi;onion;eggs
1005,bread;chocolate;detergent;flour;toothpaste;onion
1006,bananas;peanut butter
1007,grapes;milk;shampoo;potatoes;apples;toothpaste
1008,cereal;salt;grapes
1009,butter;potatoes;juice;grapes;flour;rice;oranges
1010,bread;chocolate;cakes
1011,bread;sugar;tomatoes
1012,soap;cereal;chocolate;bananas;detergent;yogurt
1013,rice;napkins;kiwi;sugar;bananas
1014,eggs;tomatoes;olive oil;grapes;detergent;yogurt;rice
1015,pens;cookies;flour;apples;eggs
1016,sugar;bananas
1017,potatoes;salt;olive oil;flour
1018,juice;soap;shampoo
1019,olive oil;tomatoes;cookies;cereal;potatoes;soap
1020,potatoes;milk;coffee;tomatoes;detergent
1021,juice;soap;milk;bananas;onion;bread
1022,milk;detergent;onion;napkins;soap
1023,onion;cakes;cookies;bananas;milk;eggs;cereal
1024,tomatoes;cookies;pens;pencil
1025,tea;onion;salt;grapes
1026,yogurt;tea;shampoo;potatoes
1027,bananas;flour;onion;chocolate;potatoes
1028,tomatoes;cookies;chocolate;grapes;napkins;sugar;oranges
1029,apples;coffee;cookies;sugar
1030,detergent;grapes;coffee;cereal;bread
1031,detergent;potatoes;tea;olive oil;coffee;apples
1032,bananas;bread;yogurt;juice;peanut butter
1033,butter;juice;toothpaste
1034,apples;oranges;onion;coffee;milk;toothpaste;pencil
1035,kiwi;grapes;peanut butter;eggs
1036,eggs;olive oil;kiwi
1037,napkins;tomatoes;rice;onion
1038,toothpaste;grapes;napkins;cookies;bread;potatoes
1039,napkins;soap;yogurt;grapes
1040,tea;sugar;cakes;olive oil
1041,juice;bread;eggs;grapes
1042,butter;flour;oranges;yogurt;shampoo;onion
1043,milk;tomatoes;chocolate;onion;bread;coffee;sugar
1044,flour;pens;cookies;peanut butter;oranges;cereal;potatoes
1045,coffee;shampoo;butter;oranges;kiwi;salt
1046,onion;milk;sugar
1047,milk;pencil;toothpaste;eggs;oranges;salt;peanut butter
1048,salt;oranges;cookies
1049,salt;potatoes;grapes
1050,pens;sugar;shampoo;butter
1051,onion;kiwi;milk
1052,grapes;butter;flour
1053,flour;olive oil;coffee;apples;rice;bananas
1054,detergent;milk;bread;pencil;sugar;cakes;tea
1055,chocolate;rice;pencil;onion;cakes;shampoo;oranges
1056,onion;flour;bananas
1057,apples;butter;pens;flour;onion
1058,oranges;rice;shampoo
1059,napkins;salt;pencil;flour;shampoo;cookies
1060,soap;bananas;eggs;salt;kiwi
1061,toothpaste;bananas;cakes;soap;eggs
1062,juice;onion;potatoes;flour;napkins;detergent
1063,toothpaste;yogurt;pencil;peanut butter
1064,juice;potatoes;flour;pens;salt;detergent
1065,olive oil;cookies
1066,milk;soap;pens
1067,shampoo;grapes;rice;toothpaste
1068,onion;toothpaste;bananas;milk;yogurt;tea
1069,yogurt;cookies;bananas;juice;tea;flour;salt
1070,tomatoes;eggs;olive oil;yogurt
1071,eggs;bananas;yogurt;coffee;potatoes
1072,potatoes;rice;juice
1073,sugar;shampoo;peanut butter;rice;cookies
1074,onion;apples;bread
1075,toothpaste;napkins
1076,apples;napkins;cakes;cereal;detergent
1077,pens;shampoo;tomatoes;apples;cakes
1078,butter;cereal;grapes;tomatoes;oranges;detergent
1079,tea;bananas;oranges;pencil;grapes;coffee;peanut butter
1080,sugar;coffee;toothpaste;bananas;grapes;juice
1081,rice;yogurt;peanut butter;toothpaste;chocolate
1082,tomatoes;sugar
1083,chocolate;eggs;oranges;pencil
1084,oranges;peanut butter;cakes;olive oil;juice;tea
1085,coffee;pens;cereal;juice
1086,tomatoes;detergent
1087,peanut butter;pencil;sugar;napkins;yogurt;milk;bread
1088,tea;milk;sugar;peanut butter;cakes;bread
1089,napkins;olive oil;soap;tomatoes;shampoo;sugar;cookies
1090,peanut butter;onion;apples;juice;detergent;flour;salt
1091,cereal;pens
1092,bananas;coffee;tea;cereal;apples
1093,onion;peanut butter;milk;soap;bananas;potatoes;pencil
1094,salt;apples;juice;coffee;yogurt;shampoo
1095,grapes;rice;onion;coffee;detergent
1096,bananas;milk;detergent;potatoes;toothpaste
1097,coffee;toothpaste;soap;pens;cereal;chocolate
1098,sugar;salt
1099,grapes;cereal;peanut butter;coffee;yogurt;soap
1100,oranges;potatoes;butter;grapes
1101,eggs;yogurt;rice;cookies
1102,salt;bananas;butter;pens
1103,napkins;cakes
1104,shampoo;sugar;cereal;rice
1105,chocolate;bananas
1106,tomatoes;shampoo;olive oil
1107,detergent;olive oil
1108,onion;coffee;detergent
1109,sugar;salt;oranges;eggs;pencil;juice;pens
1110,milk;cereal;chocolate;grapes;flour;onion
1111,cookies;apples;potatoes;toothpaste;grapes;coffee;sugar
1112,coffee;toothpaste
1113,kiwi;sugar
1114,sugar;cereal
1115,onion;peanut butter;butter;salt
1116,cookies;butter;potatoes;yogurt;apples
1117,olive oil;kiwi;napkins;butter;rice;toothpaste
1118,butter;potatoes;peanut butter;cakes
1119,oranges;sugar;coffee
1120,shampoo;juice;oranges;apples;cakes;coffee
1121,kiwi;eggs
1122,tomatoes;pencil
1123,rice;shampoo;tea;sugar;coffee
1124,tomatoes;toothpaste;milk
1125,toothpaste;kiwi
1126,sugar;toothpaste;detergent;flour;potatoes
1127,bread;chocolate;onion;tomatoes;tea;coffee
1128,salt;toothpaste;napkins;grapes
1129,detergent;cookies
1130,detergent;toothpaste;yogurt;peanut butter
1131,milk;olive oil;kiwi;soap
1132,kiwi;salt;butter;napkins;bananas;soap;potatoes
1133,toothpaste;soap;peanut butter;cereal;cookies;sugar
1134,yogurt;detergent;eggs
1135,coffee;cereal
1136,pencil;olive oil;peanut butter;soap;yogurt;butter;tea
1137,rice;oranges;napkins
1138,toothpaste;salt
1139,kiwi;shampoo;tomatoes;potatoes;onion;bananas
1140,kiwi;eggs;yogurt;cakes;salt;coffee
1141,tomatoes;cereal
1142,apples;potatoes;shampoo
1143,peanut butter;eggs;sugar;olive oil;flour;kiwi
1144,salt;sugar;pencil
1145,tea;tomatoes;peanut butter;apples;sugar;bread;onion
1146,peanut butter;juice;chocolate
1147,juice;apples;tea;butter;pens;rice
1148,peanut butter;grapes
1149,pencil;soap;salt
1150,eggs;soap;onion;cereal;butter;kiwi;coffee
1151,detergent;milk;onion
1152,eggs;chocolate;pens;cereal;oranges;potatoes
1153,milk;olive oil;apples;bananas;salt;detergent;oranges
1154,napkins;pencil;oranges;bananas;detergent;salt;soap
1155,toothpaste;pencil;rice;olive oil;shampoo
1156,tea;flour;rice;pencil;apples
1157,napkins;cakes;tea;bread;milk;cereal
1158,chocolate;bananas;grapes;peanut butter;cakes;tea
1159,cookies;detergent;tomatoes;potatoes
1160,butter;toothpaste;bread;bananas;detergent;sugar;napkins
1161,detergent;oranges;sugar
1162,juice;coffee;butter;eggs;apples;cakes
1163,olive oil;detergent;coffee;pens;tea
1164,peanut butter;yogurt;bananas;sugar
1165,bread;juice;salt;cakes;peanut butter;tomatoes;shampoo
1166,peanut butter;grapes
1167,napkins;tomatoes;milk;olive oil
1168,butter;bread
1169,butter;bread;apples
1170,cookies;rice;toothpaste;peanut butter;chocolate;oranges;coffee
1171,chocolate;rice;bread;cakes;napkins
1172,bananas;coffee;tomatoes
1173,potatoes;napkins;pens
1174,cakes;shampoo;yogurt;cereal;tea
1175,bread;cookies
1176,yogurt;toothpaste
1177,detergent;sugar;flour;eggs;bread
1178,pencil;apples;peanut butter
1179,eggs;salt;bananas;kiwi;tea
1180,butter;coffee;kiwi;bread;soap
1181,cakes;onion;coffee;rice;salt
1182,apples;olive oil;pens;bananas;napkins;cereal
1183,kiwi;shampoo
1184,flour;peanut butter;bread;onion
1185,grapes;tomatoes
1186,cereal;cookies
1187,cookies;tomatoes;pencil;sugar;oranges;onion;coffee
1188,rice;cookies;tea;tomatoes;milk;potatoes;flour
1189,oranges;toothpaste;napkins;milk;eggs;cereal;tea
1190,salt;bread;tomatoes;eggs;bananas;milk;toothpaste
1191,eggs;coffee
1192,bread;rice
1193,oranges;napkins;onion;soap;rice
1194,napkins;kiwi;oranges;butter;eggs;cereal;olive oil
1195,kiwi;shampoo;tea;milk;juice;grapes
1196,oranges;bread
1197,grapes;napkins;potatoes;apples;bananas
1198,eggs;butter;oranges;tea;yogurt;onion;peanut butter
1199,olive oil;napkins
1200,pencil;soap;oranges;flour;apples
1201,detergent;cookies;tea;coffee;sugar
1202,juice;tomatoes;chocolate;coffee;toothpaste
1203,onion;rice;bananas;eggs
1204,onion;sugar;tea;olive oil;shampoo;juice;salt
1205,tea;napkins;bananas;shampoo;salt;flour;chocolate
1206,milk;bananas;onion
1207,cakes;napkins
1208,oranges;sugar;napkins;shampoo;grapes
1209,coffee;juice
1210,bananas;soap;cookies;cereal
1211,toothpaste;potatoes;chocolate;peanut butter;cookies;bananas;grapes
1212,potatoes;napkins;salt;apples;cakes;sugar;grapes
1213,milk;apples;rice
1214,juice;sugar;pens;soap;olive oil;flour;napkins
1215,oranges;kiwi;cookies
1216,flour;oranges;onion;pencil;coffee
1217,soap;salt;juice;coffee;peanut butter;butter;oranges
1218,cereal;bananas;rice;coffee
1219,cookies;butter
1220,pens;yogurt;chocolate
1221,yogurt;shampoo;cookies;toothpaste;peanut butter;grapes
1222,kiwi;eggs;yogurt
1223,napkins;tomatoes
1224,apples;rice
1225,peanut butter;pens
1226,detergent;milk;kiwi;oranges;salt;napkins;bread
1227,pens;cakes;rice;bananas;napkins
1228,tomatoes;sugar;rice;cereal;apples;butter
1229,onion;cookies;kiwi
1230,chocolate;flour;napkins;eggs;salt;coffee
1231,butter;juice;onion
1232,potatoes;detergent
1233,rice;yogurt;bananas;juice;chocolate
1234,cereal;pencil;bread;coffee
1235,toothpaste;bananas;juice;chocolate;grapes;butter
1236,yogurt;grapes;napkins
1237,cookies;oranges;shampoo;olive oil;chocolate;flour
1238,salt;pens;kiwi;chocolate;coffee;yogurt
1239,cookies;salt;flour
1240,cakes;pens
1241,eggs;flour;oranges
1242,napkins;juice;pencil;potatoes;cereal
1243,toothpaste;rice;onion;napkins;oranges;flour
1244,onion;tea;milk;kiwi;yogurt;oranges;grapes
1245,juice;butter;oranges;olive oil;pencil;flour;shampoo
1246,yogurt;coffee;flour;peanut butter;tomatoes
1247,napkins;cereal;detergent;toothpaste;butter
1248,pencil;cakes
1249,salt;pencil;flour
1250,potatoes;apples;cereal;grapes;toothpaste;cakes
1251,olive oil;bananas;cereal;bread;onion;cakes;soap
1252,kiwi;shampoo;cakes;cookies;bananas;butter;eggs
1253,pens;cereal
1254,tea;peanut butter;cakes
1255,tomatoes;grapes;cakes;coffee;potatoes;olive oil;tea
1256,grapes;toothpaste;milk;soap;rice
1257,toothpaste;apples;oranges;eggs
1258,coffee;bananas;potatoes;cereal;eggs;milk;tea
1259,cereal;tomatoes;sugar;shampoo;yogurt;chocolate
1260,olive oil;chocolate
1261,cookies;eggs
1262,toothpaste;bananas;chocolate;rice
1263,oranges;cereal;olive oil;yogurt;cookies;butter;juice
1264,detergent;cereal;eggs;chocolate;olive oil;cookies;yogurt
1265,butter;olive oil;pencil;juice
1266,chocolate;tea
1267,napkins;olive oil;cookies;detergent;peanut butter
1268,chocolate;oranges;onion;toothpaste;tomatoes
1269,soap;rice
1270,oranges;kiwi;yogurt;butter
1271,potatoes;napkins
1272,cereal;grapes;peanut butter
1273,milk;detergent;tea;pens;shampoo
1274,grapes;peanut butter;kiwi;bananas;apples;pencil;soap
1275,coffee;pens;salt
1276,shampoo;toothpaste;sugar;milk;yogurt
1277,flour;detergent;chocolate;peanut butter
1278,potatoes;tea
1279,toothpaste;yogurt;peanut butter;rice
1280,potatoes;yogurt;cakes
1281,bananas;salt
1282,milk;shampoo;olive oil;rice;tomatoes;kiwi
1283,bananas;salt;rice;oranges;detergent;flour
1284,yogurt;sugar;juice;toothpaste;apples;onion
1285,potatoes;toothpaste;salt;apples;olive oil
1286,peanut butter;detergent;potatoes;shampoo
1287,cookies;detergent;bananas;milk
1288,cookies;sugar;apples;onion;napkins;pens;olive oil
1289,tea;tomatoes;salt;juice;onion
1290,flour;butter;kiwi;apples;bananas;napkins
1291,tomatoes;olive oil;soap;onion;napkins
1292,olive oil;juice;chocolate;soap
1293,pencil;chocolate;eggs
1294,apples;peanut butter;tea;sugar
1295,tomatoes;cereal;shampoo;pens;peanut butter
1296,pencil;pens;milk
1297,tomatoes;potatoes;kiwi;napkins;cakes;pencil
1298,coffee;oranges;toothpaste;peanut butter;eggs;onion
1299,apples;pens
1300,butter;pens;tomatoes;olive oil;flour;tea;peanut butter
1301,onion;rice;eggs
1302,napkins;bananas;sugar;toothpaste
1303,grapes;apples;potatoes
1304,sugar;detergent;cookies;peanut butter
1305,rice;napkins;cakes;grapes;cookies
1306,napkins;oranges;chocolate;detergent
1307,pencil;bread;salt;coffee;cakes;tea
1308,chocolate;olive oil
1309,grapes;bread;tomatoes;peanut butter;olive oil;oranges;yogurt
1310,milk;tea;yogurt;juice;butter
1311,pens;tea;juice;peanut butter
1312,oranges;olive oil;onion;rice
1313,yogurt;salt
1314,sugar;butter;chocolate;kiwi
1315,tea;potatoes;apples;oranges;bread;napkins
1316,napkins;pens;coffee;yogurt
1317,cereal;potatoes
1318,flour;onion;soap;shampoo;butter;sugar
1319,cookies;pens;flour;toothpaste;bananas;juice;napkins
1320,grapes;detergent;tea
1321,chocolate;milk;shampoo;coffee
1322,sugar;grapes;cookies
1323,milk;potatoes;flour
1324,milk;cereal;tomatoes;pencil
1325,cookies;oranges;apples;eggs;cakes;toothpaste;cereal
1326,onion;kiwi
1327,olive oil;juice
1328,cookies;bread;bananas;oranges;sugar
1329,apples;kiwi;soap;juice;sugar;napkins;peanut butter
1330,rice;tea;grapes
1331,potatoes;butter
1332,tea;olive oil;tomatoes;pencil;bread;eggs
1333,cakes;oranges;juice;pens;peanut butter;eggs;apples
1334,cereal;onion;detergent;potatoes;tomatoes;eggs
1335,apples;kiwi;toothpaste;napkins;bread;pencil
1336,detergent;chocolate;tea;peanut butter;tomatoes;flour;coffee
1337,rice;tea
1338,pencil;cereal;olive oil;flour;pens
1339,salt;cookies
1340,cookies;milk;napkins;chocolate;peanut butter
1341,bananas;tomatoes;yogurt;cakes;juice;onion
1342,toothpaste;sugar;shampoo;flour
1343,pens;peanut butter;pencil;cereal;kiwi;detergent
1344,detergent;chocolate
1345,apples;napkins;kiwi
1346,shampoo;tomatoes;cookies;potatoes;soap
1347,kiwi;yogurt;oranges;chocolate;onion
1348,onion;soap;cookies;flour
1349,napkins;butter;soap;tea;detergent
1350,soap;napkins;bread;milk;oranges;eggs;flour
1351,cookies;bread
1352,napkins;flour;milk;grapes;kiwi
1353,juice;oranges;cakes;coffee;apples;tomatoes;onion
1354,salt;potatoes;napkins;sugar;toothpaste;juice
1355,napkins;toothpaste
1356,peanut butter;napkins;olive oil
1357,coffee;grapes;bananas;pencil
1358,eggs;shampoo
1359,eggs;shampoo;toothpaste;bananas
1360,rice;sugar
1361,yogurt;napkins;cereal;oranges;potatoes;tea;onion
1362,cookies;napkins;detergent;yogurt;olive oil
1363,soap;bread
1364,eggs;tea;peanut butter;salt;juice
1365,bananas;milk
1366,tea;grapes;coffee;eggs
1367,pencil;tea
1368,pens;tea;juice;cakes
1369,cakes;sugar;tomatoes
